order_id,customer_id,product_id,quantity,unit_price,order_date,status
C66CFAEF-BAD,77E7698F,PROD-0013,4,1196.83,2025-09-30 14:08:24,completed
A3373315-62B,BBBD4420,PROD-0005,4,65.22,2025-12-24 15:03:20,pending
0A6AB804-068,AD0D6FCD,PROD-0031,3,503.43,2025-06-02 22:29:02,shipped
136D049C-179,FFCC8D88,PROD-0083,3,371.07,2025-05-18 19:50:51,completed
CF585556-BFA,CA6D5694,PROD-0016,4,1282.35,2025-08-23 00:07:17,completed
1419B70A-592,50016162,PROD-0085,5,99.54,2025-06-10 08:47:57,completed
E830B320-F2A,3C82421F,PROD-0007,2,798.54,2025-07-27 06:44:07,shipped
96C2DC21-49E,6ACE189D,PROD-0027,5,810.51,2025-10-21 04:58:33,completed
09D249B0-361,0C438C17,PROD-0076,2,642.74,2025-09-15 00:09:10,completed
E2F2CBD7-48C,2106D078,PROD-0100,5,84.09,2025-09-26 10:46:22,completed
6A5EB08C-D7D,1F062BEC,PROD-0036,2,28.2,2025-09-04 13:42:35,shipped
83A01FE1-6AD,5682934F,PROD-0033,1,1091.76,2025-05-05 08:52:48,completed
995042B4-B04,A8D98802,PROD-0002,2,272.0,2026-03-25 00:21:47,shipped
6FACAB90-87C,A7A25DB2,PROD-0042,1,-1.0,2025-07-27 19:22:02,completed
23DC1AC4-871,0778F2B1,PROD-0095,1,453.99,2025-12-25 07:33:43,pending
55BBD55F-A84,1EFF8251,PROD-0058,5,315.01,2026-02-02 17:54:17,completed
422DD1E3-BE7,C877E5C0,PROD-0058,5,315.01,2025-11-09 21:58:04,completed
D1DD6E0A-903,9CBFB2BE,PROD-0094,5,750.0,2025-04-23 17:41:19,completed
821D8185-50B,2B7A9377,PROD-0059,1,1202.64,2026-02-10 02:52:19,pending
8F3A1A48-42C,128DD958,PROD-0052,4,827.9,2025-10-15 23:02:19,cancelled
A24EF114-6B0,9EB077C1,PROD-0057,3,51.71,2026-02-19 19:27:49,shipped
FAA33A29-5B0,4CD45ACB,PROD-0019,5,464.74,2025-10-13 05:53:55,cancelled
794871EE-4B4,226E032A,PROD-0075,4,326.21,2025-11-19 05:46:59,shipped
DE4EF3DD-5BC,3886DA6A,PROD-0068,5,989.44,2025-11-26 08:45:18,pending
A5234B8F-940,0778F2B1,PROD-0013,5,1196.83,2026-01-14 13:00:02,cancelled
A55C3466-24D,A2DB22E0,PROD-0028,2,1217.31,2026-03-11 21:18:08,pending
621D2896-A94,55C07B81,PROD-0044,4,1295.34,2025-04-22 18:49:41,cancelled
18C3A779-407,CE7762CF,PROD-0013,3,1196.83,2025-04-14 06:57:41,completed
47F7714D-022,078C89ED,PROD-0020,1,73.64,2025-10-19 14:25:09,completed
8C2AB9AE-9AD,FDB8D7CB,PROD-0011,3,236.83,2026-01-21 17:25:47,completed
A47BD748-883,97D3A2B3,PROD-0072,5,361.57,2025-07-20 02:46:31,shipped
34C8A782-201,4A4129FA,PROD-0043,3,100.63,2026-01-31 23:11:58,cancelled
1D190B84-369,A52A85D2,PROD-0097,1,1397.96,2026-03-30 15:03:57,completed
01562623-840,B96A0DB3,PROD-0077,5,218.76,2025-12-24 13:07:30,shipped
B88DB577-5F3,531DB346,PROD-0028,2,1217.31,2025-11-25 18:47:56,completed
BD042627-D78,C8E6A401,PROD-0045,1,473.4,2025-04-18 19:24:03,completed
A6D299E3-22E,E9C5B7A0,PROD-0074,5,656.29,2025-11-21 18:37:07,shipped
F8AB8A7B-CD9,7C56AB7D,PROD-0079,1,938.31,2025-12-06 05:59:08,shipped
451E2CE9-5C7,D0D181D7,PROD-0085,1,99.54,2025-12-03 20:19:20,completed
8956EEC7-4B8,E38876F9,PROD-0035,3,1025.64,2025-09-29 19:02:47,completed
4F6FF8BC-C4D,651D8E21,PROD-0001,5,962.94,2026-02-01 18:16:45,cancelled
6ABF5918-629,7D02FA8B,PROD-0052,1,827.9,2026-03-03 18:22:01,completed
86441B47-5AA,44D088B0,PROD-0096,4,219.0,2025-07-29 21:44:47,pending
0D410E56-7C9,223594A7,PROD-0044,3,1295.34,2025-07-11 05:44:08,shipped
59804F61-8B0,5F5F655F,PROD-0077,2,218.76,2025-08-09 00:35:39,completed
43B7DC6D-2B7,CF9E4C0D,PROD-0097,1,1397.96,2025-05-09 16:25:54,completed
15DCB5CC-020,F3163D1E,PROD-0057,5,51.71,2025-05-09 17:27:14,pending
D6F2E96A-05C,032DCDC9,PROD-0054,5,1034.07,2026-01-15 00:49:17,completed
23D4E41F-2A8,4640285E,PROD-0045,5,473.4,2026-04-06 16:05:57,pending
64907019-865,06979CB6,PROD-0068,2,989.44,2026-03-10 17:59:14,pending
269E29E2-5EE,A8612291,PROD-0077,3,218.76,2026-04-08 11:01:38,completed
6F834170-744,83A300A1,PROD-0099,3,72.1,2025-04-20 03:17:32,completed
5DFE6BD6-7F3,E8ADEF6A,PROD-0016,4,-1.0,2025-04-23 00:33:54,completed
E3DAC2D8-88C,2A922016,PROD-0017,2,770.52,2026-02-16 01:17:23,shipped
94BA29B9-6E7,1A126632,PROD-0072,3,361.57,2026-01-05 18:12:21,completed
0B103698-840,7DAB2886,PROD-0051,4,572.59,2025-06-28 21:17:28,completed
44A63422-F2B,A34065EF,PROD-0059,3,1202.64,2026-03-08 00:24:27,shipped
B84229B7-6C4,B3D8E6E4,PROD-0055,4,1049.9,2025-08-17 00:43:34,completed
0C92185D-892,E7D527F6,PROD-0015,3,731.27,2025-04-27 12:36:14,completed
8B45D989-9E4,9F6FBBA1,PROD-0080,3,1130.47,2025-10-27 05:32:00,completed
64A10BC9-6EE,3C82421F,PROD-0056,4,428.84,2025-12-05 13:14:50,shipped
58619690-2E3,8ED46BC1,PROD-0052,3,827.9,2026-02-28 23:33:38,cancelled
8C4B3B7D-43E,AD43AD72,PROD-0044,2,1295.34,2025-07-23 10:15:04,completed
8BF4BB12-775,72EEF5E6,PROD-0066,5,907.35,2026-03-23 11:22:54,completed
375E45A3-974,0836284C,PROD-0100,2,84.09,2025-10-23 09:36:56,completed
B036EAA8-CA9,D23661B0,PROD-0014,2,701.87,2025-11-14 00:23:30,shipped
D5DF061F-C59,2A23ACB8,PROD-0020,1,73.64,2025-08-18 19:50:44,completed
584433CE-849,7EE27134,PROD-0099,5,72.1,2025-09-22 08:35:15,shipped
41771311-155,8BEF4F1D,PROD-0058,5,315.01,2026-02-04 15:01:08,cancelled
948D17F4-91D,7CA2680F,PROD-0082,3,243.15,2026-01-23 03:18:40,completed
EBC9ACAD-B70,49934CE0,PROD-0057,3,51.71,2025-12-13 10:04:11,completed
5F7896C9-01B,E35F4DE7,PROD-0076,1,642.74,2025-06-02 21:10:26,completed
9AAAE870-381,68219C50,PROD-0060,3,648.76,2025-08-11 06:16:35,completed
AC7BE46B-3C8,07AE845B,PROD-0010,1,1130.44,2025-06-20 20:25:34,shipped
CED16C1B-8B2,ECEDFFFA,PROD-0077,5,218.76,2026-02-09 13:24:33,shipped
F0057DC2-5F0,15AC3337,PROD-0095,5,453.99,2025-11-16 13:45:56,cancelled
4DE95066-2FF,1100DE7B,PROD-0025,5,210.69,2026-03-12 07:05:28,completed
7D62547C-3CF,46446445,PROD-0008,3,334.5,2026-04-02 13:49:14,cancelled
1EECFDEE-C10,BE986001,PROD-0011,1,236.83,2025-06-15 16:56:56,completed
0981F660-F77,5C5FBDBB,PROD-0091,5,587.34,2025-11-08 12:34:50,shipped
B2C5B11B-894,66C16993,PROD-0079,3,938.31,2026-03-01 09:34:16,pending
6DFC19C1-258,7A582466,PROD-0053,5,613.06,2026-04-07 21:19:28,completed
90B5F956-BD0,FAFB634B,PROD-0081,3,884.4,2025-04-29 18:51:59,completed
C12D0344-0BF,4640285E,PROD-0072,3,361.57,2026-03-20 19:25:17,cancelled
9DC435E6-278,55A91FF8,PROD-0085,2,99.54,2025-06-15 07:24:34,completed
9569EE58-AEB,479B590F,PROD-0011,3,236.83,2025-06-06 06:26:48,completed
9A23D624-460,E0A8C8D1,PROD-0084,2,79.51,2025-10-11 06:02:07,shipped
E8A975DB-E48,E38876F9,PROD-0091,5,587.34,2026-01-01 22:24:31,pending
B99601DC-F06,8007E560,PROD-0083,2,371.07,2025-07-27 02:48:38,cancelled
3774FD2C-A1C,6C6B958F,PROD-0090,5,493.21,2025-08-30 03:58:44,completed
1FCD18BC-C76,C091EAEC,PROD-0083,3,371.07,2026-01-15 09:29:32,completed
5212C2B8-A63,ACE86964,PROD-0047,2,612.37,2025-12-18 07:31:14,completed
397FDDFF-7B1,9B0EFB3D,PROD-0099,2,72.1,2025-06-04 12:05:19,completed
819B90D8-062,A8D98802,PROD-0010,1,1130.44,2026-03-24 01:02:43,shipped
89C814EE-D56,6C6B958F,PROD-0099,5,72.1,2025-12-03 14:27:29,completed
4B44EC23-278,471F7448,PROD-0085,5,99.54,2025-07-14 01:29:44,completed
2C11AD13-A81,0EFCB92F,PROD-0077,2,218.76,2025-06-01 19:14:55,cancelled
F45F67D8-5E3,5BC9B1A1,PROD-0099,2,72.1,2025-12-30 09:19:40,cancelled
40B3E36D-062,6E37A182,PROD-0057,2,51.71,2025-07-03 04:20:10,pending
4BC1E007-071,3ECF286D,PROD-0079,4,938.31,2025-04-14 21:40:17,completed
D8E4F732-028,E7D527F6,PROD-0069,4,376.9,2026-02-22 12:35:41,completed
D978883F-85E,C04EC773,PROD-0048,4,258.75,2025-05-29 03:13:35,pending
7E645DCE-FEB,05058BDB,PROD-0099,5,72.1,2026-02-20 20:40:49,shipped
5A0D9BAC-06C,FB0D2F29,PROD-0054,2,1034.07,2025-09-06 01:46:22,shipped
863848A8-D76,5F5F655F,PROD-0018,4,981.25,2025-08-27 04:46:40,completed
EAF88006-019,DC8470ED,PROD-0071,5,297.26,2025-10-18 09:28:44,completed
8B3061B6-BDE,57F5C0F9,PROD-0037,3,406.89,2025-12-28 12:12:37,pending
5C141CEF-9DB,35A59DAD,PROD-0066,1,907.35,2026-01-21 16:36:06,completed
148C1605-137,87503014,PROD-0058,1,315.01,2025-11-14 05:54:25,pending
51D766DC-E39,82E5B2F7,PROD-0007,2,798.54,2026-02-12 18:11:09,pending
E084515A-2CD,8C4AA454,PROD-0011,3,236.83,2025-05-05 03:35:46,completed
5D710CED-BDF,A5F74FF5,PROD-0092,2,332.35,2026-02-12 18:44:17,completed
99E0C236-14E,860B8255,PROD-0005,4,65.22,2025-08-05 01:32:26,cancelled
9FA786B8-7BF,328CC9E2,PROD-0018,4,981.25,2025-08-07 08:21:00,shipped
A5884DE0-E3F,EE12B193,PROD-0001,3,962.94,2026-03-12 23:55:45,completed
32FAC1ED-DBD,0836284C,PROD-0020,5,73.64,2026-01-11 05:45:04,shipped
CB8FC1A5-88F,3E94B79A,PROD-0055,2,1049.9,2025-10-07 04:48:34,completed
E1F67C19-AC5,42B0C9C3,PROD-0016,5,1282.35,2025-06-20 02:59:34,pending
B6F07AE3-055,624FF3A8,PROD-0009,4,929.08,2025-10-19 13:50:48,shipped
B94169D2-9A3,5BA09EC4,PROD-0069,5,-1.0,2026-03-01 03:34:42,completed
D2852A91-35E,E9C5B7A0,PROD-0092,1,332.35,2025-05-01 09:03:12,shipped
1922C900-4AA,D73D8B03,PROD-0046,2,979.27,2025-05-28 11:48:22,cancelled
B54699A4-3C7,FC8FAED0,PROD-0086,3,23.22,2025-08-02 18:09:30,completed
C71E5F43-DE2,07D13361,PROD-0068,5,989.44,2026-03-08 10:29:21,shipped
B5210713-D1E,328CC9E2,PROD-0003,1,1002.23,2026-01-18 08:12:34,cancelled
B31CC6B8-F37,D99981CC,PROD-0050,1,168.46,2026-03-24 11:28:05,completed
1EE478EE-098,14B28758,PROD-0009,1,929.08,2025-08-11 07:34:50,shipped
6DC36751-22B,12E15DCB,PROD-0095,1,453.99,2026-01-02 07:15:28,completed
A4C3B12C-74D,E90CB3DC,PROD-0070,2,811.0,2025-10-07 05:14:37,cancelled
2506C292-C81,A3496769,PROD-0060,2,648.76,2025-12-16 07:19:30,completed
70190931-CD5,20BB3CC8,PROD-0009,4,929.08,2026-01-29 23:14:47,completed
2D152407-0EF,A5F74FF5,PROD-0038,2,309.97,2025-10-04 21:34:42,completed
DA5128A4-361,5BA09EC4,PROD-0041,4,117.19,2025-09-02 22:28:57,shipped
CC449AB5-EC4,2F23957A,PROD-0061,2,362.94,2026-03-09 03:59:18,completed
B4459DEE-890,21C4E453,PROD-0046,3,979.27,2025-06-04 09:27:06,completed
B9EDBBC0-041,35A59DAD,PROD-0016,4,1282.35,2025-10-18 10:47:32,cancelled
94CFEF8A-FDB,1F235342,PROD-0057,3,51.71,2025-05-15 06:40:46,completed
9336AB4B-DA7,C8E6A401,PROD-0064,5,517.61,2025-04-21 13:06:27,completed
13226CF1-91C,70715121,PROD-0011,4,236.83,2025-12-17 19:31:09,shipped
DD7D6A32-3DE,D39D8133,PROD-0024,1,338.73,2025-09-23 19:16:36,completed
53B6A239-F4B,A22F714B,PROD-0042,4,51.75,2026-03-01 19:48:04,shipped
91240BCA-0F1,9F6FBBA1,PROD-0092,4,332.35,2025-11-06 12:03:59,completed
5095E79F-C4E,0C438C17,PROD-0058,3,315.01,2025-05-26 08:17:48,shipped
856FAF7A-02C,A5F74FF5,PROD-0056,1,428.84,2026-03-20 18:36:50,completed
AA35F579-E0D,6E37A182,PROD-0086,5,23.22,2025-10-06 05:59:53,cancelled
75155E4E-041,2B7A9377,PROD-0087,2,656.01,2026-03-26 19:50:25,shipped
656428AF-EA8,2DB6273C,PROD-0087,2,656.01,2025-12-05 22:59:51,completed
E525DDF0-E3C,88B366F2,PROD-0031,3,503.43,2025-11-26 05:15:37,pending
08652F95-294,1FFA7A10,PROD-0073,4,208.8,2025-11-15 00:45:09,completed
9A1FF830-B4A,563F6736,PROD-0048,5,258.75,2025-06-18 22:56:39,completed
EA75E924-48B,CE7762CF,PROD-0068,3,989.44,2025-11-24 17:53:18,completed
32E1EF26-D1D,485A97D3,PROD-0015,4,731.27,2026-03-27 02:38:06,shipped
264B9E20-2D2,C9FF9439,PROD-0050,3,168.46,2025-11-05 13:04:57,completed
9E0F9FA9-993,DC0F293A,PROD-0091,3,587.34,2026-01-12 00:15:22,cancelled
5AF11B62-9D0,CDFE8F01,PROD-0063,1,756.86,2025-12-31 03:58:17,pending
FFA497E6-3E0,C2D49A2D,PROD-0023,1,711.23,2026-03-30 18:41:37,cancelled
5AC1251E-5E8,B3D8E6E4,PROD-0041,1,117.19,2026-03-22 13:17:11,shipped
27264D32-464,E2490FE1,PROD-0070,2,811.0,2025-12-04 10:51:27,cancelled
0598C3BC-02A,70BA4A73,PROD-0091,2,587.34,2026-03-09 06:45:39,completed
1AE34AC7-D38,3DA97E52,PROD-0066,2,907.35,2025-06-12 20:47:42,completed
64EBE552-765,DB7389DC,PROD-0064,5,517.61,2026-01-06 15:56:33,completed
DF1A2B1F-F20,82EEA549,PROD-0060,2,648.76,2025-07-17 17:03:51,shipped
02E8AE42-F3F,FFCC8D88,PROD-0012,4,583.19,2025-07-04 06:03:56,shipped
482932D5-926,CA6D5694,PROD-0053,5,613.06,2025-06-29 05:44:27,completed
BA086311-ABC,A70F22A9,PROD-0017,1,770.52,2025-06-21 08:52:17,pending
AA515900-9B6,F8421EB1,PROD-0060,2,648.76,2025-09-09 11:34:01,shipped
8D9FB97F-A26,80C6259C,PROD-0082,2,243.15,2026-03-28 06:02:33,pending
F632D18E-38B,273A18D0,PROD-0065,1,452.86,2025-05-23 17:05:03,shipped
F4CD7AF1-C10,57F5C0F9,PROD-0020,3,73.64,2025-06-10 15:48:38,cancelled
79D7433F-5F2,70001B89,PROD-0029,5,946.81,2025-12-27 03:22:58,completed
AAFA98A5-195,CBB02B45,PROD-0011,5,236.83,2025-09-05 22:51:35,completed
C88F66E0-98D,48397BE6,PROD-0017,5,770.52,2026-02-19 07:25:13,completed
68BBF488-7F5,5EDD00C7,PROD-0065,5,452.86,2025-09-28 15:09:52,completed
4B286063-2F1,08F33170,PROD-0022,5,197.53,2025-10-02 07:58:35,completed
053A7C09-8F7,A9486168,PROD-0073,1,208.8,2025-12-09 13:19:33,completed
CCBF38EB-871,2B1BDFC9,PROD-0006,5,772.55,2025-11-10 16:07:26,completed
5247329E-B2B,C04EC773,PROD-0084,4,79.51,2026-03-31 10:15:48,shipped
7E291D5C-FFD,3CB33039,PROD-0082,5,243.15,2025-10-05 20:19:42,completed
D299BF4E-753,ADAA1FCA,PROD-0083,2,371.07,2025-11-10 10:42:29,cancelled
0A2355D3-9FD,C13436C7,PROD-0052,1,827.9,2025-09-30 02:04:26,completed
8205EB40-A49,7EE27134,PROD-0057,2,51.71,2025-11-09 11:05:42,completed
A0DA3676-895,A34065EF,PROD-0078,3,605.92,2025-07-21 13:06:17,cancelled
D4149A3D-BC0,D1194174,PROD-0045,3,473.4,2026-03-16 17:09:57,shipped
08F5E42F-4D7,8AE9609A,PROD-0072,4,361.57,2026-01-01 02:31:18,completed
D56B599C-E36,479B590F,PROD-0035,1,1025.64,2025-12-04 01:31:17,completed
1F8573A7-F05,A9486168,PROD-0038,5,309.97,2025-08-23 13:23:38,pending
FEDFA922-8DC,2106D078,PROD-0032,2,47.21,2025-10-02 21:04:15,completed
56349DB6-58A,56C9CE49,PROD-0074,2,656.29,2025-10-25 09:41:24,pending
8A6D7B8A-A6F,3DF18150,PROD-0066,3,907.35,2025-04-30 04:39:40,pending
C2B0064E-7BC,FA212EE2,PROD-0003,5,1002.23,2025-07-03 21:54:57,pending
04D5C4D5-899,6BBB5D7F,PROD-0031,1,503.43,2026-02-24 09:15:55,completed
F9B41BE4-FEC,8BEF4F1D,PROD-0037,4,406.89,2025-11-02 04:38:39,completed
02914B4A-F7B,128DD958,PROD-0069,4,-1.0,2026-01-01 00:29:09,completed
DB02468C-710,6ACE189D,PROD-0034,4,1016.06,2026-01-15 14:42:40,completed
FC54595B-8ED,0FA98CE7,PROD-0006,5,772.55,2025-04-10 13:36:44,completed
1262BC80-B46,C13436C7,PROD-0047,4,612.37,2025-12-30 02:40:40,shipped
90B19BC0-A7F,40EB5141,PROD-0058,5,315.01,2025-09-09 18:21:03,cancelled
0F539072-9C3,FC8FAED0,PROD-0079,1,938.31,2025-12-27 08:45:41,pending
2E711FC8-C86,7883C99C,PROD-0048,5,258.75,2025-07-12 01:42:48,completed
6C00469A-A58,55A91FF8,PROD-0097,5,1397.96,2025-06-22 05:45:15,pending
D637F96B-ECB,CE997F71,PROD-0065,2,452.86,2025-08-30 19:44:20,cancelled
F6E29907-22B,CD3A4133,PROD-0043,4,100.63,2026-02-14 04:29:56,completed
9505EA19-F5E,F5EF2D1E,PROD-0078,3,605.92,2025-10-25 17:05:59,shipped
82E44322-467,77E7698F,PROD-0041,3,117.19,2025-07-31 13:20:25,shipped
F07A4B54-48C,C091EAEC,PROD-0044,5,1295.34,2025-10-09 08:12:52,pending
37681573-923,1100DE7B,PROD-0091,1,587.34,2025-04-16 10:00:10,completed
56BDBF44-B2B,D73D8B03,PROD-0043,5,100.63,2025-05-23 11:17:56,completed
4E863B98-2EF,6D8FA006,PROD-0093,1,513.74,2025-08-27 04:03:07,shipped
BDE96FE0-968,2A23ACB8,PROD-0061,5,362.94,2025-08-07 21:28:13,shipped
5B1DC9ED-7A6,2100088B,PROD-0030,4,1041.88,2025-09-05 02:25:13,completed
DD325AA3-32B,13633731,PROD-0068,4,989.44,2026-03-07 02:27:27,completed
41C328BF-138,F557DDDF,PROD-0088,1,194.18,2025-08-20 05:25:52,completed
A340ECD6-C0B,42B0C9C3,PROD-0003,2,1002.23,2025-10-07 23:05:05,pending
CA97F33D-C86,8AE59E9A,PROD-0089,5,53.26,2025-06-14 04:59:44,pending
8B6C8BB9-DF1,6EB8A48B,PROD-0095,2,453.99,2025-06-11 19:43:18,shipped
4A21FD43-56A,2F63D538,PROD-0027,4,810.51,2026-01-16 08:20:50,shipped
4C2DBBCB-A62,BE986001,PROD-0049,4,1060.14,2025-09-15 07:48:55,shipped
755DD6D0-DA5,5EFBB71A,PROD-0044,3,1295.34,2025-07-09 04:20:25,shipped
